Flow Duration,Flow Packets/s,Flow Bytes/s,ACK Flag Count,SYN Flag Count,RST Flag Count,URG Flag Count,CWR Flag Count,Packet Length Mean,Min Packet Length,Label
18527,61022.809995843425,562061.1935720805,0,380,1,0,0,85.57655546037758,55,DDoS
3795126,12.125914517942231,1378.0538636103704,3,1,0,0,0,1300.9873577481317,131,BENIGN
9593059,33.62351096362568,6911.041813084331,6,1,0,0,0,1385.0332885439934,176,BENIGN
3716826,20.684024498361516,8080.506994818208,8,0,0,0,0,1167.3405993866522,91,BENIGN
9507528,1.0052298662973833,9698.763313181928,8,1,0,0,0,601.1290579499366,95,BENIGN
87466,6542.965312843744,1772523.1202906435,1,198,2,0,0,58.82072565863007,40,DDoS
9501424,50.69259510805233,4807.7125640993145,8,0,0,0,0,621.9615706168616,86,BENIGN
14382,95551.6158683007,8301492.521525868,1,359,0,0,0,75.11358933586021,46,DDoS
37636,24624.873327699,1851761.6443913735,1,129,0,0,0,89.20329491309246,43,DDoS
2355531,11.55573827472319,2303.776001758253,0,0,0,0,0,1324.2548888468914,121,BENIGN
7227018,31.17133036693525,1210.8942385480016,3,0,0,0,0,436.8430230695836,92,BENIGN
4497,62213.22765922022,1040409.1998771464,1,472,4,0,0,83.08194671255843,48,DDoS
31408,86823.1864850113,9202850.984970856,0,444,2,0,0,58.05151097734271,50,DDoS
13712,2872.1021517251293,4535757.839323382,0,318,3,0,0,56.45383801427434,54,DDoS
8336302,56.325246224511986,8775.885918969198,6,0,0,0,0,880.8381113912832,123,BENIGN
83243,48583.800525976374,1374303.443391601,0,121,0,0,0,45.676947598424476,41,DDoS
5345760,46.23191910198942,9843.233098883828,0,0,0,0,0,335.82798720284757,142,BENIGN
46631,34355.84484684744,7778243.995119626,0,308,4,0,0,80.53274178819984,43,DDoS
15163,42425.49446827947,3969600.2193672913,0,145,0,0,0,56.32803876637155,50,DDoS
65413,96764.84122374629,133296.79234669637,1,218,0,0,0,68.3784532152499,50,DDoS
22376,20655.734791376097,1754576.1732757557,0,414,3,0,0,64.35507640572408,49,DDoS
4603110,18.102974509827643,9892.92322722435,3,0,0,0,0,940.802675460727,85,BENIGN
4354513,25.988967484679456,1544.1043568435712,5,1,0,0,0,1087.9131745203413,78,BENIGN
10326,11677.057294807035,1627714.3647411938,0,106,3,0,0,42.04734308101782,42,DDoS
6462610,11.33277435020007,7008.266515094644,1,1,0,0,0,1209.3169140538778,45,BENIGN
96429,77920.10988257591,1705513.3073909974,0,104,2,0,0,48.50481081343369,44,DDoS
6222798,70.25325916985462,4241.852210306871,4,1,0,0,0,747.6908623486947,139,BENIGN
2724,88591.675009705,9860508.94792845,1,110,0,0,0,86.18810995110329,53,DDoS
83927,98827.70211772871,2402205.348289829,1,255,0,0,0,94.88487239663912,50,DDoS
34550,4274.34710255676,9606967.234170798,0,270,1,0,0,60.15320874878505,48,DDoS
4239576,60.42488959985872,3004.5577882714856,4,1,0,0,0,570.0175044969728,170,BENIGN
9152885,51.745045376496954,4723.29425337888,1,0,0,0,0,541.2999352878389,50,BENIGN
7666781,55.335333803753905,225.16175386018307,9,1,0,0,0,502.0360168925897,82,BENIGN
8237310,86.164533286769,8863.766943690609,3,0,0,0,0,640.269345337681,196,BENIGN
31544,42118.93964135558,3308526.080579801,1,436,1,0,0,98.25082140825123,52,DDoS
5327802,92.33466808567421,3749.9064961065324,6,1,0,0,0,1055.6523449414867,116,BENIGN
63182,19455.624130097305,9196591.44101803,0,173,0,0,0,49.57595477998995,42,DDoS
7730886,37.836143241326695,2199.0757199720665,6,1,0,0,0,466.16333274500437,124,BENIGN
2945537,60.821692082705596,6914.018236643278,9,0,0,0,0,738.6868148306174,132,BENIGN
37069,18647.052443867684,6510949.058718803,1,295,0,0,0,57.18718823169961,51,DDoS
40109,80649.06200635381,9229010.54058445,1,333,4,0,0,84.73890679341046,52,DDoS
3745683,8.263042678500664,2228.547205873283,4,0,0,0,0,1108.3123805219848,102,BENIGN
93384,18833.9910844909,8536214.299537504,1,488,0,0,0,76.28093023919652,57,DDoS
6262696,32.56291496442746,404.7870317213913,2,0,0,0,0,760.7601051261283,55,BENIGN
98760,48614.541045125516,1447104.05877407,1,247,3,0,0,71.3737887857122,53,DDoS
7397986,42.79703115418713,1808.830217732518,6,0,0,0,0,635.8268505766702,76,BENIGN
3724274,62.75158505255404,4111.735251000406,2,1,0,0,0,432.59106809725375,199,BENIGN
9299141,61.24858772422345,1906.5156778823705,8,1,0,0,0,185.36783636273645,145,BENIGN
5948600,94.80894750608026,1092.0923556001928,3,0,0,0,0,1339.242337737129,158,BENIGN
5414084,20.694048199708796,1040.3677852753901,2,1,0,0,0,1059.0003888811314,81,BENIGN
2807402,9.929374319824193,1820.6086856388729,1,0,0,0,0,976.6404675957612,193,BENIGN
84453,1335.5599821396688,7921431.807392757,1,247,0,0,0,88.94754074434891,57,DDoS
8017955,81.90866762976476,9844.072688263775,6,1,0,0,0,1295.5076910867954,98,BENIGN
12023,54696.971374757064,8887986.144941421,1,166,2,0,0,56.74221939790637,45,DDoS
8752950,35.05398399532065,9365.465294666179,8,1,0,0,0,218.24763437008195,139,BENIGN
13237,40822.992057148134,5445407.322897471,0,103,4,0,0,57.99569675025957,44,DDoS
3707184,4.074630727480406,8782.569985490209,3,0,0,0,0,1347.561329797181,85,BENIGN
88365,59335.77614212777,6715424.790934635,1,52,1,0,0,91.86602730699255,44,DDoS
7721308,17.906057740330354,5139.121617013709,9,0,0,0,0,844.5236874466393,148,BENIGN
7725275,72.31694806048809,5381.735002731683,1,0,0,0,0,658.6247935611059,51,BENIGN
8347689,41.27060110862852,2877.8431381462524,2,1,0,0,0,1032.0502119316052,124,BENIGN
19091,34063.12152959293,8397667.118263956,1,341,3,0,0,80.7092879550078,52,DDoS
7026,51675.83374598636,8954594.34657453,1,495,2,0,0,61.73264399636673,59,DDoS
1769598,82.06805778152668,4271.631718017164,7,0,0,0,0,1110.5677769679596,163,BENIGN
4763122,2.6799438022311795,5962.68278624926,1,1,0,0,0,1103.8595517721396,131,BENIGN
55040,67024.07930142904,2060135.7221613266,1,363,4,0,0,72.80036930151375,45,DDoS
9607009,71.69779495156668,3730.0050609588675,8,0,0,0,0,587.7062639596732,124,BENIGN
57827,26395.755192694305,3145713.296297574,1,345,2,0,0,70.67116635491823,49,DDoS
86847,47744.242805881986,6689612.119377468,1,209,1,0,0,97.1360055045586,40,DDoS
3338377,59.50069318989545,9463.859649720878,9,1,0,0,0,864.454605906456,198,BENIGN
9312,40220.42592449789,9892395.802156538,1,457,0,0,0,80.31096600152175,41,DDoS
5873594,51.086654214492995,3751.936963403303,4,1,0,0,0,719.0515026235222,88,BENIGN
8503276,70.5710916296691,2445.5858289607045,8,1,0,0,0,707.6691392683679,141,BENIGN
3363162,73.81654987356454,7808.153451135509,9,0,0,0,0,615.0895621723482,91,BENIGN
8184872,89.581436714237,4315.039987810022,9,0,0,0,0,872.1457522094448,190,BENIGN
95649,40873.5520295414,7602630.480228935,0,364,1,0,0,79.51863329257675,44,DDoS
7569632,84.1944695812623,7575.43027625165,5,0,0,0,0,1214.941257848843,93,BENIGN
96705,15822.567325397744,3599836.0111003616,0,442,2,0,0,59.69363688279097,45,DDoS
71578,68165.45562698311,6763479.443589586,1,101,1,0,0,44.674879199511196,43,DDoS
9281447,37.89305585952057,682.0805637919069,9,1,0,0,0,520.3806818046593,102,BENIGN
58499,22576.442157447367,3762792.5627574376,0,260,0,0,0,71.87446671689753,49,DDoS
9736347,55.50649281959506,1431.8023736629268,5,0,0,0,0,1165.0406061386377,179,BENIGN
28574,99619.98788904156,2017521.9351565884,1,442,4,0,0,97.3195902345172,51,DDoS
2855797,43.21419959270531,8588.406981842929,9,1,0,0,0,734.5237030873433,110,BENIGN
59922,86613.08763863842,6164734.383337112,1,194,0,0,0,81.62817484010904,58,DDoS
5896799,6.595053388878976,5965.615405856058,9,0,0,0,0,800.6356640937145,164,BENIGN
1051707,64.06770779685912,9269.51964344583,3,0,0,0,0,452.5825331729686,176,BENIGN
2449991,88.40081257712983,5870.406675801224,4,0,0,0,0,1308.1556818340646,198,BENIGN
92281,16373.518185013727,8566833.99143854,0,409,0,0,0,90.87364253580715,45,DDoS
20134,12034.056762773713,1840671.6139328324,0,421,3,0,0,75.82825002584079,46,DDoS
15992,83775.21998388252,1747107.3890574456,1,386,1,0,0,67.52266110330407,47,DDoS
63703,52338.792203939454,1097811.4137621731,0,393,3,0,0,48.764727979447564,42,DDoS
72890,81045.41969975147,8696692.454893459,1,479,0,0,0,46.026137297381034,51,DDoS
